id,ppd,jenis_sekolah,kod_sekolah,nama_sekolah,alamat,poskod,bandar,no_telefon,no_faks,emel,lokasi,kerajaan/bantuan/swasta,bil_murid,bil_guru,x,y,primary_secondary,district,parlimen,dun
80,PPD BAU,SK,YBB1107,SEKOLAH KEBANGSAAN GROGO,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBB1107@moe.edu.my,Luar Bandar,SK,199,25,110.1301333,1.45485,Primary,Bau,P.192 Mas Gading,N.02 Tasik Biru
81,PPD BAU,SK,YBB1111,SEKOLAH KEBANGSAAN GUMBANG,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBB1111@moe.edu.my,Luar Bandar,SK,77,15,110.0562,1.2782,Primary,Bau,P.198 Puncak Borneo,N.18 Serembu
82,PPD BAU,SK,YBB1105,SEKOLAH KEBANGSAAN JAGOI,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBB1105@moe.edu.my,Luar Bandar,SK,193,19,110.05745,1.348883333,Primary,Bau,P.192 Mas Gading,N.02 Tasik Biru
83,PPD BAU,SK,YBA1103,SEKOLAH KEBANGSAAN KG BOBAK/SEJINJANG,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBA1103@moe.edu.my,Luar Bandar,SK,134,17,110.1972167,1.545283333,Primary,Bau,P.194 Petra Jaya,N.06 Tupong
84,PPD BAU,SK,YBB1102,SEKOLAH KEBANGSAAN OPAR,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBB1102@moe.edu.my,Luar Bandar,SK,170,18,110.07155,1.439933333,Primary,Bau,P.192 Mas Gading,N.01 Opar
85,PPD BAU,SK,YBB1119,SEKOLAH KEBANGSAAN PEDAUN BAWAH,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBB1119@moe.edu.my,Luar Bandar,SK,103,13,110.1078167,1.326866667,Primary,Bau,P.198 Puncak Borneo,N.18 Serembu
86,PPD BAU,SK,YBE1101,SEKOLAH KEBANGSAAN PODAM,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBE1101@moe.edu.my,Luar Bandar,SK,70,12,110.2122667,1.425816667,Primary,Bau,P.198 Puncak Borneo,N.18 Serembu
87,PPD BAU,SK,YBA1102,SEKOLAH KEBANGSAAN PUAK,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBA1102@moe.edu.my,Luar Bandar,SK,63,13,110.1481667,1.355916667,Primary,Bau,P.198 Puncak Borneo,N.18 Serembu
88,PPD BAU,SK,YBB1116,SEKOLAH KEBANGSAAN SEBOBOK,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBB1116@moe.edu.my,Luar Bandar,SK,64,12,110.01165,1.372583333,Primary,Bau,P.192 Mas Gading,N.02 Tasik Biru
89,PPD BAU,SK,YBB1110,SEKOLAH KEBANGSAAN SEGONG,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,82379055,TIADA,YBB1110@moe.edu.my,Luar Bandar,SK,174,18,110.15125,1.5192,Primary,Bau,P.192 Mas Gading,N.02 Tasik Biru
90,PPD BAU,SK,YBB1113,SEKOLAH KEBANGSAAN SEGUBANG,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBB1113@moe.edu.my,Luar Bandar,SK,37,13,110.2309167,1.3843,Primary,Bau,P.198 Puncak Borneo,N.18 Serembu
91,PPD BAU,SK,YBB1120,SEKOLAH KEBANGSAAN SENIBONG,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBB1120@moe.edu.my,Luar Bandar,SK,62,12,110.1940167,1.509183333,Primary,Bau,P.192 Mas Gading,N.02 Tasik Biru
92,PPD BAU,SK,YBB1112,SEKOLAH KEBANGSAAN SERABAK,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBB1112@moe.edu.my,Luar Bandar,SK,66,13,110.0067,1.3297,Primary,Bau,P.192 Mas Gading,N.02 Tasik Biru
93,PPD BAU,SK,YBE1103,SEKOLAH KEBANGSAAN SERASOT,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,128889306,TIADA,YBE1103@moe.edu.my,Luar Bandar,SK,123,16,110.0472833,1.38095,Primary,Bau,P.192 Mas Gading,N.02 Tasik Biru
94,PPD BAU,SK,YBB1109,SEKOLAH KEBANGSAAN SERUMBU,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,82370069,TIADA,YBB1109@moe.edu.my,Luar Bandar,SK,214,21,110.2370667,1.42365,Primary,Bau,P.198 Puncak Borneo,N.18 Serembu
95,PPD BAU,SK,YBB1104,SEKOLAH KEBANGSAAN SIMPANG KUDA,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBB1104@moe.edu.my,Luar Bandar,SK,177,18,110.19745,1.379783333,Primary,Bau,P.198 Puncak Borneo,N.18 Serembu
96,PPD BAU,SK,YBB1106,SEKOLAH KEBANGSAAN SINIAWAN,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBB1106@moe.edu.my,Luar Bandar,SK,91,14,110.2204167,1.453633333,Primary,Bau,P.198 Puncak Borneo,N.18 Serembu
97,PPD BAU,SK,YBB1114,SEKOLAH KEBANGSAAN SKIBANG,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBB1114@moe.edu.my,Luar Bandar,SK,85,12,109.9956833,1.416966667,Primary,Bau,P.192 Mas Gading,N.02 Tasik Biru
98,PPD BAU,SK,YCB1105,SEKOLAH KEBANGSAAN ST JOHN,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YCB1105@moe.edu.my,Luar Bandar,SBK,223,20,110.19655,1.526833333,Primary,Bau,P.192 Mas Gading,N.02 Tasik Biru
99,PPD BAU,SK,YCB1101,SEKOLAH KEBANGSAAN ST PATRICK,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YCB1101@moe.edu.my,Luar Bandar,SBK,165,18,110.11725,1.36465,Primary,Bau,P.198 Puncak Borneo,N.18 Serembu
100,PPD BAU,SK,YCB1103,SEKOLAH KEBANGSAAN ST STEPHEN ( M ),D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,82763050,82763050,YCB1103@moe.edu.my,Luar Bandar,SBK,213,16,110.1585833,1.414433333,Primary,Bau,P.192 Mas Gading,N.02 Tasik Biru
101,PPD BAU,SK,YCB1102,SEKOLAH KEBANGSAAN ST TERESA,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YCB1102@moe.edu.my,Luar Bandar,SBK,166,16,110.0429667,1.485066667,Primary,Bau,P.192 Mas Gading,N.01 Opar
102,PPD BAU,SK,YBE1102,SEKOLAH KEBANGSAAN STASS,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBE1102@moe.edu.my,Luar Bandar,SK,79,12,109.9838333,1.394016667,Primary,Bau,P.192 Mas Gading,N.02 Tasik Biru
103,PPD BAU,SK,YBB1118,SEKOLAH KEBANGSAAN SUBA BUAN,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,YBB1118@moe.edu.my,Luar Bandar,SK,58,14,110.10845,1.399333,Primary,Bau,P.192 Mas Gading,N.02 Tasik Biru
104,PPD BAU,SK,YBB1121,SEKOLAH KEBANGSAAN SUNGAI PINANG,LOT 783 KAMPUNG SUNGAI PINANG,94000,BAU,TIADA,TIADA,YBB1121@moe.edu.my,Luar Bandar,SK,165,16,110.2117,1.483216667,Primary,Bau,P.198 Puncak Borneo,N.18 Serembu
105,PPD BAU,SK,YBB1108,SEKOLAH KEBANGSAAN TEMBAWANG,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,82320379,TIADA,YBB1108@moe.edu.my,Luar Bandar,SK,123,19,110.0982167,1.4889,Primary,Bau,P.192 Mas Gading,N.01 Opar
106,PPD BAU,SK,YBB1117,SEKOLAH KEBANGSAAN TRINGGUS,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,TIADA,TIADA,ybb1117@1bestarinet.yes.my,Luar Bandar,SK,100,15,110.09375,1.261583333,Primary,Bau,P.198 Puncak Borneo,N.18 Serembu
107,PPD BELAGA,SK,YBB7202,SEKOLAH KEBANGSAAN ABUN MATU,SUNGAI BELAGA,96900,BELAGA,86461352,86461610,YBB7202@moe.edu.my,Luar Bandar,SK,372,33,113.7787167,2.708516667,Primary,Belaga,P.216 Hulu Rajang,N.65 Belaga
108,PPD BELAGA,SK,YBB7210,SEKOLAH KEBANGSAAN AIRPORT,D/A PEJABAT PENDIDIKAN DAERAH BELAGA,96900,BELAGA,TIADA,TIADA,YBB7210@moe.edu.my,Luar Bandar,SK,78,12,113.74775,2.642783333,Primary,Belaga,P.216 Hulu Rajang,N.65 Belaga
109,PPD BELAGA,SK,YBB7209,SEKOLAH KEBANGSAAN BATU KELING,D/A PEJABAT PENDIDIKAN DAERAH BELAGA,96900,BELAGA,TIADA,TIADA,YBB7209@moe.edu.my,Luar Bandar,SK,876,60,113.9168333,3.045666667,Primary,Belaga,P.216 Hulu Rajang,N.66 Murum
110,PPD BELAGA,SK,YBB7212,SEKOLAH KEBANGSAAN LONG BUSANG,D/A PEJABAT PENDIDIKAN DAERAH BELAGA,96900,BELAGA,TIADA,TIADA,YBB7212@moe.edu.my,Luar Bandar,SK,114,12,114.31666,1.870616,Primary,Bukit Mabong,P.216 Hulu Rajang,N.65 Belaga
111,PPD BELAGA,SK,YBB7207,SEKOLAH KEBANGSAAN LONG GANG,D/A PEJABAT PENDIDIKAN DAERAH BELAGA,96900,BELAGA,TIADA,TIADA,YBB7207@moe.edu.my,Luar Bandar,SK,373,38,113.9253833,3.104883333,Primary,Belaga,P.216 Hulu Rajang,N.66 Murum
112,PPD BELAGA,SK,YBB7205,SEKOLAH KEBANGSAAN LONG SEGAHAM,D/A PEJABAT PENDIDIKAN DAERAH BELAGA,96900,BELAGA,TIADA,TIADA,YBB7205@moe.edu.my,Luar Bandar,SK,63,12,113.9321,2.7737,Primary,Belaga,P.216 Hulu Rajang,N.65 Belaga
113,PPD BELAGA,SK,YBA7203,SEKOLAH KEBANGSAAN LONG URUN,D/A PEJABAT PENDIDIKAN DAERAH BELAGA,96900,BELAGA,TIADA,TIADA,YBA7203@moe.edu.my,Luar Bandar,SK,225,15,114.199492,3.015123,Primary,Belaga,P.216 Hulu Rajang,N.66 Murum
114,PPD BELAGA,SK,YBA7204,SEKOLAH KEBANGSAAN LUSONG LAKU,SUNGAI LINAU,96900,BELAGA,TIADA,TIADA,YBA7204@moe.edu.my,Luar Bandar,SK,140,12,114.24761,2.467223,Primary,Belaga,P.216 Hulu Rajang,N.66 Murum
115,PPD BELAGA,SK,YBA7206,SEKOLAH KEBANGSAAN METALUN,"PROGRAM PENEMPATAN SEMULA MURUM, TEGULANG DAN METALUN",96900,BELAGA,TIADA,TIADA,YBA7206@moe.edu.my,Luar Bandar,SK,162,12,114.734186,2.656879,Primary,Belaga,P.216 Hulu Rajang,N.66 Murum
116,PPD BELAGA,SK,YBA7201,SEKOLAH KEBANGSAAN NG TELAWAN,D/A PEJABAT PENDIDIKAN DAERAH BELAGA,96900,BELAGA,TIADA,TIADA,YBA7201@moe.edu.my,Luar Bandar,SK,30,9,113.5604833,2.483783333,Primary,Belaga,P.216 Hulu Rajang,N.65 Belaga
117,PPD BELAGA,SK,YBB7213,SEKOLAH KEBANGSAAN PUNAN BA,D/A PEJABAT PENDIDIKAN DAERAH BELAGA,96900,BELAGA,TIADA,TIADA,YBB7213@moe.edu.my,Luar Bandar,SK,117,11,113.3474167,2.3824,Primary,Kapit,P.216 Hulu Rajang,N.65 Belaga
118,PPD BELAGA,SK,YBA7205,SEKOLAH KEBANGSAAN TEGULANG,PROGRAM PENEMPATAN SEMULA MURUM TEGULANG DAN MATALUN,96900,BELAGA,TIADA,TIADA,YBA7205@moe.edu.my,Luar Bandar,SK,170,15,114.317729,2.605653,Primary,Belaga,P.216 Hulu Rajang,N.66 Murum
119,PPD BELAGA,SK,YBB7203,SEKOLAH KEBANGSAAN UMA SAMBOP,D/A PEJABAT PENDIDIKAN DAERAH BELAGA,96900,BELAGA,TIADA,TIADA,YBB7203@moe.edu.my,Luar Bandar,SK,133,17,113.917592,2.918053,Primary,Belaga,P.216 Hulu Rajang,N.65 Belaga
120,PPD BETONG,SJKC,YCC2401,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BETONG,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,83472175,83472175,YCC2401@moe.edu.my,Luar Bandar,SBK,365,26,111.526,1.410966,Primary,Betong,P.204 Betong,N.36 Layar
121,PPD BETONG,SJKC,YCC2402,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA DEBAK,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,83464854,83464854,YCC2402@moe.edu.my,Luar Bandar,SBK,154,17,111.423169,1.565615,Primary,Betong,P.204 Betong,N.35 Saribas
122,PPD BETONG,SJKC,YCC2102,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MELUDAM,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YCC2102@moe.edu.my,Luar Bandar,SBK,108,18,111.037779,1.660687,Primary,Pusa,P.201 Batang Lupar,N.28 Lingga
123,PPD BETONG,SJKC,YCC2404,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PUSA,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YCC2404@moe.edu.my,Luar Bandar,SBK,64,13,111.297129,1.633678,Primary,Pusa,P.201 Batang Lupar,N.29 Beting Maro
124,PPD BETONG,SJKC,YCC2403,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SPAOH,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,83473076,83473226,YCC2403@moe.edu.my,Luar Bandar,SBK,151,15,111.480963,1.453854,Primary,Betong,P.204 Betong,N.37 Bukit Saban
125,PPD BETONG,SK,YBA2408,SEKOLAH KEBANGSAAN ABANG ABDUL KADIR,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,83472181,83472181,YBA2408@moe.edu.my,Luar Bandar,SK,381,38,111.527412,1.413707,Primary,Betong,P.204 Betong,N.36 Layar
126,PPD BETONG,SK,YBA2401,SEKOLAH KEBANGSAAN BALINGAN,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBA2401@moe.edu.my,Luar Bandar,SK,57,14,111.467457,1.432955,Primary,Betong,P.204 Betong,N.35 Saribas
127,PPD BETONG,SK,YBA2409,SEKOLAH KEBANGSAAN BELADIN,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,83548032,TIADA,YBA2409@moe.edu.my,Luar Bandar,SK,723,56,111.203377,1.637416,Primary,Pusa,P.201 Batang Lupar,N.29 Beting Maro
128,PPD BETONG,SK,YBA2419,SEKOLAH KEBANGSAAN BUNGIN,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBA2419@moe.edu.my,Luar Bandar,SK,127,19,111.441788,1.470049,Primary,Betong,P.204 Betong,N.35 Saribas
129,PPD BETONG,SK,YBA2411,SEKOLAH KEBANGSAAN DATUK BANDAR,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,83464145,83464145,YBA2411@moe.edu.my,Luar Bandar,SK,486,47,111.425402,1.563038,Primary,Betong,P.204 Betong,N.35 Saribas
130,PPD BETONG,SK,YBB2403,SEKOLAH KEBANGSAAN DIT,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NENÂ ",95700,BETONGÂ ,TIADA,TIADA,YBB2403@moe.edu.my,Luar Bandar,SK,81,19,111.374899,1.555394,Primary,Betong,P.204 Betong,N.35 Saribas
131,PPD BETONG,SK,YBB2116,SEKOLAH KEBANGSAAN ISSU/BANGAT,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBB2116@moe.edu.my,Luar Bandar,SK,54,14,111.54182,1.331909,Primary,Betong,P.203 Lubok Antu,N.33 Engkilili
132,PPD BETONG,SK,YBA2422,SEKOLAH KEBANGSAAN KALOK,JALAN KAMPUNG KALOK,94950,PUSA,83465601,83465601,YBA2422@moe.edu.my,Luar Bandar,SK,257,28,111.290002,1.617527,Primary,Pusa,P.201 Batang Lupar,N.29 Beting Maro
133,PPD BETONG,SK,YBA2404,SEKOLAH KEBANGSAAN KPG. BUDA,KAMPUNG BUDA,95600,SPAOH,TIADA,TIADA,YBA2404@moe.edu.my,Luar Bandar,SK,66,11,111.528906,1.411493,Primary,Betong,P.204 Betong,N.36 Layar
134,PPD BETONG,SK,YBA2108,SEKOLAH KEBANGSAAN MALUDAM,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBA2108@moe.edu.my,Luar Bandar,SK,346,35,111.043496,1.665181,Primary,Pusa,P.201 Batang Lupar,N.28 Lingga
135,PPD BETONG,SK,YBA2402,SEKOLAH KEBANGSAAN MANGUT,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBA2402@moe.edu.my,Luar Bandar,SK,99,17,111.358366,1.5113033,Primary,Betong,P.204 Betong,N.35 Saribas
136,PPD BETONG,SK,YBA2420,SEKOLAH KEBANGSAAN MEDANG,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBA2420@moe.edu.my,Luar Bandar,SK,105,12,111.257959,1.525653,Primary,Betong,P.204 Betong,N.35 Saribas
137,PPD BETONG,SK,YBB2410,SEKOLAH KEBANGSAAN MUTON,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBB2410@moe.edu.my,Luar Bandar,SK,99,17,111.378504,1.650896,Primary,Betong,P.201 Batang Lupar,N.29 Beting Maro
138,PPD BETONG,SK,YBB2402,SEKOLAH KEBANGSAAN NG. AJAU,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,83471911,83471820,YBB2402@moe.edu.my,Luar Bandar,SK,205,20,111.570063,1.467531,Primary,Betong,P.204 Betong,N.36 Layar
139,PPD BETONG,SK,YBB2128,SEKOLAH KEBANGSAAN NG. ENTEBAN,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBB2128@moe.edu.my,Luar Bandar,SK,55,14,111.620965,1.3414,Primary,Lubok Antu,P.203 Lubok Antu,N.33 Engkilili
140,PPD BETONG,SK,YBB2409,SEKOLAH KEBANGSAAN NG. GAYAU,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,1114076465,TIADA,YBB2409@moe.edu.my,Luar Bandar,SK,107,16,111.455699,1.592313,Primary,Betong,P.204 Betong,N.37 Bukit Saban
141,PPD BETONG,SK,YBB2412,SEKOLAH KEBANGSAAN NG. LAWIH/LESU,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBB2412@moe.edu.my,Luar Bandar,SK,75,16,111.666809,1.515223,Primary,Betong,P.204 Betong,N.36 Layar
142,PPD BETONG,SK,YBB2142,SEKOLAH KEBANGSAAN NG. LIDONG,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBB2142@moe.edu.my,Luar Bandar,SK,53,11,111.531535,1.276835,Primary,Lubok Antu,P.203 Lubok Antu,N.33 Engkilili
143,PPD BETONG,SK,YBA2423,SEKOLAH KEBANGSAAN NG. PASSA,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBA2423@moe.edu.my,Luar Bandar,SK,56,14,111.528595,1.426472,Primary,Betong,P.204 Betong,N.36 Layar
144,PPD BETONG,SK,YBA2421,SEKOLAH KEBANGSAAN NG. SPAK,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBA2421@moe.edu.my,Luar Bandar,SK,59,14,111.610444,1.528562,Primary,Betong,P.204 Betong,N.36 Layar
145,PPD BETONG,SK,YBB2406,SEKOLAH KEBANGSAAN PAKU CENTRAL,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBB2406@moe.edu.my,Luar Bandar,SK,88,14,111.512305,1.507115,Primary,Betong,P.204 Betong,N.37 Bukit Saban
146,PPD BETONG,SK,YBB2408,SEKOLAH KEBANGSAAN PENOM,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBB2408@moe.edu.my,Luar Bandar,SK,25,12,111.580054,1.613891,Primary,Betong,P.204 Betong,N.37 Bukit Saban
147,PPD BETONG,SK,YBA2410,SEKOLAH KEBANGSAAN PUSA,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,83465106,83465106,YBA2410@moe.edu.my,Luar Bandar,SK,373,39,111.298155,1.614626,Primary,Pusa,P.201 Batang Lupar,N.29 Beting Maro
148,PPD BETONG,SK,YBB2405,SEKOLAH KEBANGSAAN SAKA,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBB2405@moe.edu.my,Luar Bandar,SK,70,13,111.551262,1.376849,Primary,Betong,P.204 Betong,N.36 Layar
149,PPD BETONG,SK,YBA2405,SEKOLAH KEBANGSAAN SEBEMBAN,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,60198772369,83472512,YBA2405@moe.edu.my,Luar Bandar,SK,74,11,111.443322,1.455891,Primary,Betong,P.204 Betong,N.35 Saribas
150,PPD BETONG,SK,YBA2414,SEKOLAH KEBANGSAAN SEMARANG,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBA2414@moe.edu.my,Luar Bandar,SK,139,19,111.100204,1.6808,Primary,Pusa,P.201 Batang Lupar,N.29 Beting Maro
151,PPD BETONG,SK,YBA2417,SEKOLAH KEBANGSAAN SERABANG,KAMPUNG SERABANG,94950,PUSA,TIADA,TIADA,YBA2417@moe.edu.my,Luar Bandar,SK,62,13,111.341672,1.5732,Primary,Pusa,P.204 Betong,N.35 Saribas
152,PPD BETONG,SK,YBA2403,SEKOLAH KEBANGSAAN SEREMBANG,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBA2403@moe.edu.my,Luar Bandar,SK,36,13,111.394833,1.482136,Primary,Betong,P.204 Betong,N.35 Saribas
153,PPD BETONG,SK,YBA2407,SEKOLAH KEBANGSAAN SPAOH,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,83473362,83473362,YBA2407@moe.edu.my,Luar Bandar,SK,396,51,111.479836,1.45381,Primary,Betong,P.204 Betong,N.37 Bukit Saban
154,PPD BETONG,SK,YBA2406,SEKOLAH KEBANGSAAN SPINANG,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBA2406@moe.edu.my,Luar Bandar,SK,112,13,111.123319,1.674678,Primary,Pusa,P.201 Batang Lupar,N.29 Beting Maro
155,PPD BETONG,SK,YCB2409,SEKOLAH KEBANGSAAN ST. AUGUSTINE,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,83472257,83471885,YCB2409@moe.edu.my,Luar Bandar,SBK,300,25,111.525565,1.405165,Primary,Betong,P.204 Betong,N.36 Layar
156,PPD BETONG,SK,YCB2407,SEKOLAH KEBANGSAAN ST. BARNABAS,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YCB2407@moe.edu.my,Luar Bandar,SBK,31,10,111.291525,1.6186,Primary,Pusa,P.201 Batang Lupar,N.29 Beting Maro
157,PPD BETONG,SK,YCB2405,SEKOLAH KEBANGSAAN ST. BARTHOLOMEW,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YCB2405@moe.edu.my,Luar Bandar,SBK,48,14,111.583268,1.421324,Primary,Betong,P.204 Betong,N.36 Layar
158,PPD BETONG,SK,YCB2402,SEKOLAH KEBANGSAAN ST. CHRISTOPHER DEBAK,JALAN FEEDER,95500,DEBAK,83464190,83464190,YCB2402@moe.edu.my,Luar Bandar,SBK,145,14,111.423587,1.570067,Primary,Betong,P.204 Betong,N.35 Saribas
159,PPD BETONG,SK,YCB2408,SEKOLAH KEBANGSAAN ST. JOHN,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YCB2408@moe.edu.my,Luar Bandar,SBK,108,17,111.7027778,1.6066667,Primary,Betong,P.204 Betong,N.37 Bukit Saban
160,PPD BETONG,SK,YCB2410,SEKOLAH KEBANGSAAN ST. MARK,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YCB2410@moe.edu.my,Luar Bandar,SBK,35,12,111.627821,1.557356,Primary,Betong,P.204 Betong,N.37 Bukit Saban
161,PPD BETONG,SK,YCB2403,SEKOLAH KEBANGSAAN ST. PETER & ST. PAUL,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YCB2403@moe.edu.my,Luar Bandar,SBK,72,13,111.616105,1.439081,Primary,Betong,P.204 Betong,N.36 Layar
162,PPD BETONG,SK,YBA2418,SEKOLAH KEBANGSAAN SUPA,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NENÂ ",95700,BETONGÂ ,TIADA,TIADA,YBA2418@moe.edu.my,Luar Bandar,SK,211,23,111.292362,1.498551,Primary,Betong,P.204 Betong,N.35 Saribas
163,PPD BETONG,SK,YBB2407,SEKOLAH KEBANGSAAN SURI,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YBB2407@moe.edu.my,Luar Bandar,SK,64,13,111.439934,1.53797,Primary,Betong,P.204 Betong,N.37 Bukit Saban
